symbol,name,timestamp,open,high,low,close,volume
TATASTEEL,Tata Steel Ltd,2026-08-05 15:30:00,140.4,140.44,139.94,140.4,91574
TATASTEEL,Tata Steel Ltd,2026-08-06 09:30:00,138.31,138.57,138.05,138.31,116043
TATASTEEL,Tata Steel Ltd,2026-08-06 10:00:00,139.36,139.61,139.16,139.36,214186
TATASTEEL,Tata Steel Ltd,2026-08-06 10:30:00,138.34,138.84,138.32,138.34,234690
TATASTEEL,Tata Steel Ltd,2026-08-06 11:00:00,138.95,139.17,138.95,138.95,16028
TATASTEEL,Tata Steel Ltd,2026-08-06 11:30:00,139.2,139.42,139.07,139.2,120457
TATASTEEL,Tata Steel Ltd,2026-08-06 12:00:00,140.29,140.32,140.17,140.29,21469
TATASTEEL,Tata Steel Ltd,2026-08-06 12:30:00,140.39,140.47,140.28,140.39,129782
TATASTEEL,Tata Steel Ltd,2026-08-06 13:00:00,140.24,140.64,139.7,140.24,467622
TATASTEEL,Tata Steel Ltd,2026-08-06 13:30:00,139.97,140.33,139.8,139.97,416366
TATASTEEL,Tata Steel Ltd,2026-08-06 14:00:00,139.26,139.32,138.84,139.26,190753
TATASTEEL,Tata Steel Ltd,2026-08-06 14:30:00,139.83,140.18,139.65,139.83,387245
TATASTEEL,Tata Steel Ltd,2026-08-06 15:00:00,140.79,140.97,140.72,140.79,386793
TATASTEEL,Tata Steel Ltd,2026-08-06 15:30:00,140.6,140.97,140.0,140.6,135367
TATASTEEL,Tata Steel Ltd,2026-08-07 09:30:00,139.36,139.4,139.2,139.36,463482
TATASTEEL,Tata Steel Ltd,2026-08-07 10:00:00,140.06,140.4,139.89,140.06,456594
TATASTEEL,Tata Steel Ltd,2026-08-07 10:30:00,140.26,140.39,140.01,140.26,12737
TATASTEEL,Tata Steel Ltd,2026-08-07 11:00:00,139.55,140.33,139.39,139.55,449960
TATASTEEL,Tata Steel Ltd,2026-08-07 11:30:00,139.61,139.96,138.91,139.61,478139
TATASTEEL,Tata Steel Ltd,2026-08-07 12:00:00,139.77,140.09,139.65,139.77,209693
TATASTEEL,Tata Steel Ltd,2026-08-07 12:30:00,139.65,140.26,139.3,139.65,387995
TATASTEEL,Tata Steel Ltd,2026-08-07 13:00:00,139.86,140.3,139.85,139.86,381652
TATASTEEL,Tata Steel Ltd,2026-08-07 13:30:00,139.41,139.43,139.38,139.41,390738
TATASTEEL,Tata Steel Ltd,2026-08-07 14:00:00,139.64,140.2,139.49,139.64,34971
TATASTEEL,Tata Steel Ltd,2026-08-07 14:30:00,140.4,140.52,140.02,140.4,34821
TATASTEEL,Tata Steel Ltd,2026-08-07 15:00:00,139.98,140.12,139.94,139.98,102425
TATASTEEL,Tata Steel Ltd,2026-08-07 15:30:00,140.22,140.27,139.99,140.22,498667
TATASTEEL,Tata Steel Ltd,2026-08-10 09:30:00,140.76,140.78,140.29,140.76,329734
TATASTEEL,Tata Steel Ltd,2026-08-10 10:00:00,141.66,141.92,141.38,141.66,141716
TATASTEEL,Tata Steel Ltd,2026-08-10 10:30:00,141.41,141.57,140.88,141.41,130140
TATASTEEL,Tata Steel Ltd,2026-08-10 11:00:00,141.38,141.56,141.14,141.38,492073
TATASTEEL,Tata Steel Ltd,2026-08-10 11:30:00,140.76,140.76,140.62,140.76,245273
TATASTEEL,Tata Steel Ltd,2026-08-10 12:00:00,140.1,140.41,139.75,140.1,270229
TATASTEEL,Tata Steel Ltd,2026-08-10 12:30:00,140.61,140.69,139.8,140.61,466826
TATASTEEL,Tata Steel Ltd,2026-08-10 13:00:00,141.09,141.2,141.01,141.09,289802
TATASTEEL,Tata Steel Ltd,2026-08-10 13:30:00,141.83,141.97,141.36,141.83,428152
TATASTEEL,Tata Steel Ltd,2026-08-10 14:00:00,141.78,141.82,141.66,141.78,352806
TATASTEEL,Tata Steel Ltd,2026-08-10 14:30:00,141.24,141.81,140.8,141.24,143656
TATASTEEL,Tata Steel Ltd,2026-08-10 15:00:00,141.49,141.6,141.22,141.49,322105
TATASTEEL,Tata Steel Ltd,2026-08-10 15:30:00,141.3,141.38,140.99,141.3,365446
TATASTEEL,Tata Steel Ltd,2026-08-11 09:30:00,141.61,142.02,141.04,141.61,53390
TATASTEEL,Tata Steel Ltd,2026-08-11 10:00:00,140.84,141.28,140.35,140.84,28114
TATASTEEL,Tata Steel Ltd,2026-08-11 10:30:00,142.05,142.06,141.87,142.05,393618
TATASTEEL,Tata Steel Ltd,2026-08-11 11:00:00,141.63,142.15,141.43,141.63,299076
TATASTEEL,Tata Steel Ltd,2026-08-11 11:30:00,141.91,141.92,141.34,141.91,291046
TATASTEEL,Tata Steel Ltd,2026-08-11 12:00:00,140.88,141.21,140.81,140.88,294682
TATASTEEL,Tata Steel Ltd,2026-08-11 12:30:00,141.1,141.25,140.83,141.1,422397
TATASTEEL,Tata Steel Ltd,2026-08-11 13:00:00,142.51,142.61,142.49,142.51,192595
TATASTEEL,Tata Steel Ltd,2026-08-11 13:30:00,142.65,142.91,142.15,142.65,468541
TATASTEEL,Tata Steel Ltd,2026-08-11 14:00:00,143.39,144.08,142.71,143.39,397942
TATASTEEL,Tata Steel Ltd,2026-08-11 14:30:00,144.33,145.01,143.68,144.33,430077
TATASTEEL,Tata Steel Ltd,2026-08-11 15:00:00,142.84,143.01,142.51,142.84,99036
TATASTEEL,Tata Steel Ltd,2026-08-11 15:30:00,142.79,143.11,142.21,142.79,458018
TATASTEEL,Tata Steel Ltd,2026-08-12 09:30:00,142.92,142.92,142.71,142.92,372671
TATASTEEL,Tata Steel Ltd,2026-08-12 10:00:00,144.04,144.5,143.88,144.04,433126
TATASTEEL,Tata Steel Ltd,2026-08-12 10:30:00,143.65,143.94,143.48,143.65,435197
TATASTEEL,Tata Steel Ltd,2026-08-12 11:00:00,143.79,144.04,143.56,143.79,177103
TATASTEEL,Tata Steel Ltd,2026-08-12 11:30:00,143.86,143.89,143.73,143.86,410445
TATASTEEL,Tata Steel Ltd,2026-08-12 12:00:00,143.67,144.18,142.86,143.67,286131
TATASTEEL,Tata Steel Ltd,2026-08-12 12:30:00,144.87,144.91,144.79,144.87,464820
TATASTEEL,Tata Steel Ltd,2026-08-12 13:00:00,145.31,145.36,145.04,145.31,61834
TATASTEEL,Tata Steel Ltd,2026-08-12 13:30:00,145.18,145.46,144.99,145.18,417314
TATASTEEL,Tata Steel Ltd,2026-08-12 14:00:00,144.79,145.25,144.44,144.79,307298
TATASTEEL,Tata Steel Ltd,2026-08-12 14:30:00,144.74,144.78,144.64,144.74,233619
TATASTEEL,Tata Steel Ltd,2026-08-12 15:00:00,146.39,146.4,145.83,146.39,393995
TATASTEEL,Tata Steel Ltd,2026-08-12 15:30:00,146.11,146.13,145.87,146.11,231124
TATASTEEL,Tata Steel Ltd,2026-08-13 09:30:00,144.52,144.8,144.25,144.52,382358
TATASTEEL,Tata Steel Ltd,2026-08-13 10:00:00,145.82,146.17,145.56,145.82,354643
TATASTEEL,Tata Steel Ltd,2026-08-13 10:30:00,145.2,145.4,145.14,145.2,225434
TATASTEEL,Tata Steel Ltd,2026-08-13 11:00:00,145.56,145.74,145.25,145.56,397237
TATASTEEL,Tata Steel Ltd,2026-08-13 11:30:00,146.38,146.67,146.24,146.38,5212
TATASTEEL,Tata Steel Ltd,2026-08-13 12:00:00,147.26,147.34,147.02,147.26,416963
TATASTEEL,Tata Steel Ltd,2026-08-13 12:30:00,146.32,146.57,145.93,146.32,117041
TATASTEEL,Tata Steel Ltd,2026-08-13 13:00:00,146.49,147.14,146.44,146.49,422346
TATASTEEL,Tata Steel Ltd,2026-08-13 13:30:00,146.4,146.93,146.28,146.4,329671
TATASTEEL,Tata Steel Ltd,2026-08-13 14:00:00,147.45,147.8,146.87,147.45,398812
TATASTEEL,Tata Steel Ltd,2026-08-13 14:30:00,147.51,147.83,147.44,147.51,29229
TATASTEEL,Tata Steel Ltd,2026-08-13 15:00:00,147.12,147.14,146.7,147.12,450507
TATASTEEL,Tata Steel Ltd,2026-08-13 15:30:00,147.22,147.62,146.85,147.22,381620
TATASTEEL,Tata Steel Ltd,2026-08-14 09:30:00,147.16,147.43,147.15,147.16,348963
TATASTEEL,Tata Steel Ltd,2026-08-14 10:00:00,146.57,147.28,146.08,146.57,413116
TATASTEEL,Tata Steel Ltd,2026-08-14 10:30:00,145.39,145.59,145.29,145.39,369858
TATASTEEL,Tata Steel Ltd,2026-08-14 11:00:00,145.16,145.17,145.16,145.16,244317
TATASTEEL,Tata Steel Ltd,2026-08-14 11:30:00,146.57,146.84,146.27,146.57,283466
TATASTEEL,Tata Steel Ltd,2026-08-14 12:00:00,147.55,147.59,146.81,147.55,326206
TATASTEEL,Tata Steel Ltd,2026-08-14 12:30:00,147.07,147.38,146.36,147.07,228735
TATASTEEL,Tata Steel Ltd,2026-08-14 13:00:00,147.52,147.93,147.04,147.52,253866
TATASTEEL,Tata Steel Ltd,2026-08-14 13:30:00,146.79,147.37,146.6,146.79,445330
TATASTEEL,Tata Steel Ltd,2026-08-14 14:00:00,145.98,146.45,145.47,145.98,148968
TATASTEEL,Tata Steel Ltd,2026-08-14 14:30:00,145.84,146.38,145.63,145.84,127942
TATASTEEL,Tata Steel Ltd,2026-08-14 15:00:00,145.76,146.07,145.56,145.76,126247
TATASTEEL,Tata Steel Ltd,2026-08-14 15:30:00,145.66,145.81,145.52,145.66,117172
TATASTEEL,Tata Steel Ltd,2026-08-17 09:30:00,143.63,143.88,143.42,143.63,225276
TATASTEEL,Tata Steel Ltd,2026-08-17 10:00:00,143.88,144.35,143.48,143.88,369654
TATASTEEL,Tata Steel Ltd,2026-08-17 10:30:00,145.35,145.44,144.98,145.35,499268
TATASTEEL,Tata Steel Ltd,2026-08-17 11:00:00,144.97,145.33,144.48,144.97,452452
TATASTEEL,Tata Steel Ltd,2026-08-17 11:30:00,146.04,146.48,145.46,146.04,424361
TATASTEEL,Tata Steel Ltd,2026-08-17 12:00:00,145.76,145.96,145.6,145.76,120040
TATASTEEL,Tata Steel Ltd,2026-08-17 12:30:00,145.64,146.05,145.22,145.64,423456
TATASTEEL,Tata Steel Ltd,2026-08-17 13:00:00,146.33,146.52,146.21,146.33,250047
TATASTEEL,Tata Steel Ltd,2026-08-17 13:30:00,148.13,148.64,147.34,148.13,315322
TATASTEEL,Tata Steel Ltd,2026-08-17 14:00:00,147.79,147.87,147.76,147.79,341985
TATASTEEL,Tata Steel Ltd,2026-08-17 14:30:00,146.45,146.77,146.33,146.45,176627
TATASTEEL,Tata Steel Ltd,2026-08-17 15:00:00,146.97,147.05,146.65,146.97,404103
TATASTEEL,Tata Steel Ltd,2026-08-17 15:30:00,147.4,147.61,147.03,147.4,442733
TATASTEEL,Tata Steel Ltd,2026-08-18 09:30:00,145.94,146.39,145.88,145.94,188480
TATASTEEL,Tata Steel Ltd,2026-08-18 10:00:00,145.98,146.12,145.88,145.98,21268
TATASTEEL,Tata Steel Ltd,2026-08-18 10:30:00,145.93,146.16,145.85,145.93,15684
TATASTEEL,Tata Steel Ltd,2026-08-18 11:00:00,145.54,145.72,145.36,145.54,119276
TATASTEEL,Tata Steel Ltd,2026-08-18 11:30:00,145.6,145.87,145.54,145.6,198407
TATASTEEL,Tata Steel Ltd,2026-08-18 12:00:00,146.09,146.52,146.09,146.09,434549
TATASTEEL,Tata Steel Ltd,2026-08-18 12:30:00,145.73,145.89,145.46,145.73,308397
TATASTEEL,Tata Steel Ltd,2026-08-18 13:00:00,146.35,146.4,145.94,146.35,212961
TATASTEEL,Tata Steel Ltd,2026-08-18 13:30:00,144.7,144.92,144.61,144.7,315429
TATASTEEL,Tata Steel Ltd,2026-08-18 14:00:00,144.32,144.8,143.83,144.32,450798
TATASTEEL,Tata Steel Ltd,2026-08-18 14:30:00,145.07,145.33,144.47,145.07,422452
TATASTEEL,Tata Steel Ltd,2026-08-18 15:00:00,146.33,146.39,146.11,146.33,199285
TATASTEEL,Tata Steel Ltd,2026-08-18 15:30:00,146.96,147.44,146.74,146.96,11633
INFY,Infosys Ltd,2026-08-03 09:30:00,1632.68,1634.06,1628.18,1632.68,439481
INFY,Infosys Ltd,2026-08-03 10:00:00,1630.42,1632.24,1629.95,1630.42,97346
INFY,Infosys Ltd,2026-08-03 10:30:00,1628.7,1637.1,1627.95,1628.7,287157
INFY,Infosys Ltd,2026-08-03 11:00:00,1640.44,1641.01,1636.82,1640.44,437922
INFY,Infosys Ltd,2026-08-03 11:30:00,1639.82,1642.4,1636.14,1639.82,50436
INFY,Infosys Ltd,2026-08-03 12:00:00,1629.9,1630.55,1626.39,1629.9,398465
INFY,Infosys Ltd,2026-08-03 12:30:00,1621.17,1622.15,1620.6,1621.17,451144
INFY,Infosys Ltd,2026-08-03 13:00:00,1622.25,1623.95,1618.91,1622.25,191030
INFY,Infosys Ltd,2026-08-03 13:30:00,1624.0,1626.83,1620.31,1624.0,149844
INFY,Infosys Ltd,2026-08-03 14:00:00,1617.1,1620.77,1615.76,1617.1,105168
INFY,Infosys Ltd,2026-08-03 14:30:00,1625.97,1628.63,1620.5,1625.97,367078
INFY,Infosys Ltd,2026-08-03 15:00:00,1626.75,1631.83,1625.99,1626.75,239972
INFY,Infosys Ltd,2026-08-03 15:30:00,1627.52,1628.91,1626.63,1627.52,165540
INFY,Infosys Ltd,2026-08-04 09:30:00,1642.72,1645.56,1639.66,1642.72,185227
INFY,Infosys Ltd,2026-08-04 10:00:00,1633.01,1635.45,1630.54,1633.01,147038
INFY,Infosys Ltd,2026-08-04 10:30:00,1641.9,1642.73,1639.68,1641.9,383160
INFY,Infosys Ltd,2026-08-04 11:00:00,1643.07,1644.63,1637.65,1643.07,102071
INFY,Infosys Ltd,2026-08-04 11:30:00,1640.59,1642.52,1635.57,1640.59,149965
INFY,Infosys Ltd,2026-08-04 12:00:00,1637.73,1646.59,1635.09,1637.73,57704
INFY,Infosys Ltd,2026-08-04 12:30:00,1636.9,1638.26,1634.52,1636.9,194205
INFY,Infosys Ltd,2026-08-04 13:00:00,1637.38,1637.88,1634.81,1637.38,33587
INFY,Infosys Ltd,2026-08-04 13:30:00,1636.26,1641.04,1634.59,1636.26,71206
INFY,Infosys Ltd,2026-08-04 14:00:00,1629.17,1633.32,1628.76,1629.17,154075
INFY,Infosys Ltd,2026-08-04 14:30:00,1629.79,1633.24,1629.12,1629.79,101659
INFY,Infosys Ltd,2026-08-04 15:00:00,1634.64,1635.18,1633.61,1634.64,39258
INFY,Infosys Ltd,2026-08-04 15:30:00,1632.19,1633.23,1631.44,1632.19,335010
INFY,Infosys Ltd,2026-08-05 09:30:00,1645.2,1650.1,1643.88,1645.2,135123
INFY,Infosys Ltd,2026-08-05 10:00:00,1644.33,1648.44,1640.54,1644.33,322885
INFY,Infosys Ltd,2026-08-05 10:30:00,1636.81,1639.39,1636.3,1636.81,481317
INFY,Infosys Ltd,2026-08-05 11:00:00,1630.49,1636.54,1628.21,1630.49,229830
INFY,Infosys Ltd,2026-08-05 11:30:00,1627.39,1631.65,1623.27,1627.39,404893
INFY,Infosys Ltd,2026-08-05 12:00:00,1620.6,1621.19,1618.45,1620.6,351254
INFY,Infosys Ltd,2026-08-05 12:30:00,1624.79,1625.97,1622.99,1624.79,219180
INFY,Infosys Ltd,2026-08-05 13:00:00,1623.57,1627.72,1622.24,1623.57,157703
INFY,Infosys Ltd,2026-08-05 13:30:00,1628.81,1629.36,1627.5,1628.81,42318
INFY,Infosys Ltd,2026-08-05 14:00:00,1641.45,1644.31,1634.57,1641.45,418048
INFY,Infosys Ltd,2026-08-05 14:30:00,1643.7,1647.94,1642.97,1643.7,65175
INFY,Infosys Ltd,2026-08-05 15:00:00,1639.58,1644.13,1638.27,1639.58,481269
INFY,Infosys Ltd,2026-08-05 15:30:00,1639.23,1641.03,1633.81,1639.23,316974
INFY,Infosys Ltd,2026-08-06 09:30:00,1651.67,1654.14,1650.52,1651.67,70197
INFY,Infosys Ltd,2026-08-06 10:00:00,1646.15,1646.7,1644.0,1646.15,288105
INFY,Infosys Ltd,2026-08-06 10:30:00,1649.17,1650.52,1649.11,1649.17,25898
INFY,Infosys Ltd,2026-08-06 11:00:00,1657.42,1660.88,1656.82,1657.42,125022
INFY,Infosys Ltd,2026-08-06 11:30:00,1656.5,1662.62,1655.01,1656.5,306569
INFY,Infosys Ltd,2026-08-06 12:00:00,1655.34,1655.69,1654.77,1655.34,307119
INFY,Infosys Ltd,2026-08-06 12:30:00,1643.1,1648.45,1641.72,1643.1,251677
INFY,Infosys Ltd,2026-08-06 13:00:00,1636.05,1636.47,1634.09,1636.05,233529
INFY,Infosys Ltd,2026-08-06 13:30:00,1657.98,1660.53,1655.09,1657.98,52837
INFY,Infosys Ltd,2026-08-06 14:00:00,1651.3,1651.94,1650.63,1651.3,89318
INFY,Infosys Ltd,2026-08-06 14:30:00,1654.1,1656.55,1649.64,1654.1,156109
INFY,Infosys Ltd,2026-08-06 15:00:00,1650.61,1653.46,1650.55,1650.61,51168
INFY,Infosys Ltd,2026-08-06 15:30:00,1648.81,1649.96,1646.13,1648.81,410037
INFY,Infosys Ltd,2026-08-07 09:30:00,1626.13,1627.02,1623.9,1626.13,221660
INFY,Infosys Ltd,2026-08-07 10:00:00,1619.33,1623.02,1618.02,1619.33,331439
INFY,Infosys Ltd,2026-08-07 10:30:00,1619.69,1624.23,1619.56,1619.69,292949
INFY,Infosys Ltd,2026-08-07 11:00:00,1615.33,1617.14,1613.38,1615.33,466817
INFY,Infosys Ltd,2026-08-07 11:30:00,1614.28,1615.84,1609.92,1614.28,130460
INFY,Infosys Ltd,2026-08-07 12:00:00,1612.79,1613.49,1610.1,1612.79,12169
INFY,Infosys Ltd,2026-08-07 12:30:00,1610.09,1610.55,1602.99,1610.09,246931
INFY,Infosys Ltd,2026-08-07 13:00:00,1609.4,1613.8,1607.88,1609.4,85725
INFY,Infosys Ltd,2026-08-07 13:30:00,1599.18,1599.23,1596.63,1599.18,442635
INFY,Infosys Ltd,2026-08-07 14:00:00,1598.89,1602.49,1598.5,1598.89,244487
INFY,Infosys Ltd,2026-08-07 14:30:00,1592.93,1593.92,1589.58,1592.93,466020
INFY,Infosys Ltd,2026-08-07 15:00:00,1589.35,1590.14,1588.43,1589.35,410104
INFY,Infosys Ltd,2026-08-07 15:30:00,1590.98,1594.18,1587.51,1590.98,435204
INFY,Infosys Ltd,2026-08-10 09:30:00,1572.14,1573.04,1566.22,1572.14,309046
INFY,Infosys Ltd,2026-08-10 10:00:00,1579.44,1579.46,1577.1,1579.44,185944
INFY,Infosys Ltd,2026-08-10 10:30:00,1585.75,1588.42,1581.08,1585.75,202766
INFY,Infosys Ltd,2026-08-10 11:00:00,1580.38,1581.15,1578.55,1580.38,304786
INFY,Infosys Ltd,2026-08-10 11:30:00,1589.44,1594.08,1585.24,1589.44,220364
INFY,Infosys Ltd,2026-08-10 12:00:00,1599.55,1600.99,1597.93,1599.55,207416
INFY,Infosys Ltd,2026-08-10 12:30:00,1588.33,1593.95,1587.92,1588.33,346845
INFY,Infosys Ltd,2026-08-10 13:00:00,1595.7,1596.15,1592.04,1595.7,314424
INFY,Infosys Ltd,2026-08-10 13:30:00,1597.44,1598.17,1596.16,1597.44,448044
INFY,Infosys Ltd,2026-08-10 14:00:00,1590.18,1591.6,1585.27,1590.18,219946
INFY,Infosys Ltd,2026-08-10 14:30:00,1592.9,1598.71,1586.78,1592.9,44231
INFY,Infosys Ltd,2026-08-10 15:00:00,1576.4,1577.98,1573.84,1576.4,345701
INFY,Infosys Ltd,2026-08-10 15:30:00,1584.62,1587.1,1583.25,1584.62,358557
INFY,Infosys Ltd,2026-08-11 09:30:00,1591.95,1593.85,1590.9,1591.95,462379
INFY,Infosys Ltd,2026-08-11 10:00:00,1581.41,1585.65,1580.29,1581.41,128087
INFY,Infosys Ltd,2026-08-11 10:30:00,1571.73,1576.93,1566.52,1571.73,232526
INFY,Infosys Ltd,2026-08-11 11:00:00,1571.56,1576.82,1570.84,1571.56,374041
INFY,Infosys Ltd,2026-08-11 11:30:00,1576.3,1578.75,1573.95,1576.3,29112
INFY,Infosys Ltd,2026-08-11 12:00:00,1563.5,1563.98,1562.55,1563.5,192938
INFY,Infosys Ltd,2026-08-11 12:30:00,1561.03,1562.26,1557.07,1561.03,420508
INFY,Infosys Ltd,2026-08-11 13:00:00,1559.46,1560.28,1557.7,1559.46,324549
INFY,Infosys Ltd,2026-08-11 13:30:00,1565.43,1568.58,1565.03,1565.43,80034
INFY,Infosys Ltd,2026-08-11 14:00:00,1579.24,1579.74,1574.76,1579.24,245947
INFY,Infosys Ltd,2026-08-11 14:30:00,1579.21,1579.64,1576.92,1579.21,360263
INFY,Infosys Ltd,2026-08-11 15:00:00,1566.41,1567.58,1566.05,1566.41,186175
INFY,Infosys Ltd,2026-08-11 15:30:00,1571.68,1571.88,1567.0,1571.68,244513
INFY,Infosys Ltd,2026-08-12 09:30:00,1580.24,1581.22,1577.28,1580.24,258340
INFY,Infosys Ltd,2026-08-12 10:00:00,1585.09,1587.02,1583.41,1585.09,371623
INFY,Infosys Ltd,2026-08-12 10:30:00,1589.21,1591.67,1580.78,1589.21,350101
INFY,Infosys Ltd,2026-08-12 11:00:00,1588.57,1588.81,1584.92,1588.57,30713
INFY,Infosys Ltd,2026-08-12 11:30:00,1580.29,1584.72,1577.51,1580.29,441647
INFY,Infosys Ltd,2026-08-12 12:00:00,1584.57,1586.05,1583.26,1584.57,189717
INFY,Infosys Ltd,2026-08-12 12:30:00,1576.31,1576.71,1574.31,1576.31,136400
INFY,Infosys Ltd,2026-08-12 13:00:00,1571.9,1576.41,1568.66,1571.9,334382
INFY,Infosys Ltd,2026-08-12 13:30:00,1561.8,1565.39,1559.28,1561.8,25668
INFY,Infosys Ltd,2026-08-12 14:00:00,1559.36,1562.49,1554.91,1559.36,52255
INFY,Infosys Ltd,2026-08-12 14:30:00,1554.5,1556.83,1553.02,1554.5,222843
INFY,Infosys Ltd,2026-08-12 15:00:00,1555.99,1557.47,1547.95,1555.99,283319
INFY,Infosys Ltd,2026-08-12 15:30:00,1551.93,1554.4,1551.9,1551.93,91268
INFY,Infosys Ltd,2026-08-13 09:30:00,1547.59,1550.75,1545.8,1547.59,182584
INFY,Infosys Ltd,2026-08-13 10:00:00,1537.97,1539.12,1534.71,1537.97,44478
INFY,Infosys Ltd,2026-08-13 10:30:00,1548.13,1554.37,1544.96,1548.13,213358
INFY,Infosys Ltd,2026-08-13 11:00:00,1540.48,1545.93,1539.34,1540.48,196771
INFY,Infosys Ltd,2026-08-13 11:30:00,1545.68,1547.35,1545.54,1545.68,198245
INFY,Infosys Ltd,2026-08-13 12:00:00,1548.84,1551.0,1544.75,1548.84,311477
INFY,Infosys Ltd,2026-08-13 12:30:00,1542.36,1545.35,1539.17,1542.36,252189
INFY,Infosys Ltd,2026-08-13 13:00:00,1549.05,1555.4,1548.04,1549.05,299339
INFY,Infosys Ltd,2026-08-13 13:30:00,1545.04,1548.78,1542.41,1545.04,248409
INFY,Infosys Ltd,2026-08-13 14:00:00,1538.02,1540.21,1536.61,1538.02,219064
INFY,Infosys Ltd,2026-08-13 14:30:00,1539.41,1540.04,1529.47,1539.41,65880
INFY,Infosys Ltd,2026-08-13 15:00:00,1544.14,1549.43,1540.44,1544.14,76127
INFY,Infosys Ltd,2026-08-13 15:30:00,1539.59,1541.5,1535.08,1539.59,288216
INFY,Infosys Ltd,2026-08-14 09:30:00,1534.13,1534.22,1532.36,1534.13,222518
INFY,Infosys Ltd,2026-08-14 10:00:00,1527.59,1532.38,1522.19,1527.59,151664
INFY,Infosys Ltd,2026-08-14 10:30:00,1517.99,1520.85,1517.4,1517.99,237460
INFY,Infosys Ltd,2026-08-14 11:00:00,1513.8,1514.56,1508.26,1513.8,197589
INFY,Infosys Ltd,2026-08-14 11:30:00,1526.75,1534.85,1524.42,1526.75,193048
